of_linear_x_time,of_linear_x,of_linear_y_time,of_linear_y,of_linear_z_time,of_linear_z
14.749000000000000554, 1.0011055907882231431, 14.749000000000000554, 0, 14.749000000000000554, 0
14.771000000000000796, 1.0017144215610573887, 14.771000000000000796, 0, 14.771000000000000796, 0
14.788999999999999702, 1.0010089613358266192, 14.788999999999999702, 0, 14.788999999999999702, 0
14.808999999999999275, 1.001574414326449336, 14.808999999999999275, 0, 14.808999999999999275, 0
14.829000000000000625, 1.0010139688957748749, 14.829000000000000625, 0, 14.829000000000000625, 0
14.849999999999999645, 1.0015938127141812419, 14.849999999999999645, 0, 14.849999999999999645, 0
14.868999999999999773, 1.0009065038685860394, 14.868999999999999773, 0, 14.868999999999999773, 0
14.888999999999999346, 1.0014444743273038796, 14.888999999999999346, 0, 14.888999999999999346, 0
14.909000000000000696, 1.0019824447860217198, 14.909000000000000696, 0, 14.909000000000000696, 0
14.951000000000000512, 1.0007369161998105334, 14.951000000000000512, 0, 14.951000000000000512, 0
14.990999999999999659, 1.0013056564591500397, 14.990999999999999659, 0, 14.990999999999999659, 0
14.990999999999999659, 1.0003949575102089042, 14.990999999999999659, 0, 14.990999999999999659, 0
14.990999999999999659, 1.000441729508723121, 14.990999999999999659, 0, 14.990999999999999659, 0
15.029999999999999361, 1.0009369629302631299, 15.029999999999999361, 0, 15.029999999999999361, 0
15.029999999999999361, 1.0009276926708925437, 15.029999999999999361, 0, 15.029999999999999361, 0
15.048999999999999488, 1.001416926853442968, 15.048999999999999488, 0, 15.048999999999999488, 0
15.069000000000000838, 1.0008002342399902052, 15.069000000000000838, 0, 15.069000000000000838, 0
15.114000000000000767, 1.0012763611377295536, 15.114000000000000767, 0, 15.114000000000000767, 0
15.114000000000000767, 1.0017524880354689021, 15.114000000000000767, 0, 15.114000000000000767, 0
15.154999999999999361, 1.0007135368266324438, 15.154999999999999361, 0, 15.154999999999999361, 0
15.154999999999999361, 1.0011946578659109974, 15.154999999999999361, 0, 15.154999999999999361, 0
15.201000000000000512, 1.0004734668642734086, 15.201000000000000512, 0, 15.201000000000000512, 0
15.201000000000000512, 1.0004928070768881465, 15.201000000000000512, 0, 15.201000000000000512, 0
15.243999999999999773, 1.0009320353295996231, 15.243999999999999773, 0, 15.243999999999999773, 0
15.243999999999999773, 1.0009471463914556555, 15.243999999999999773, 0, 15.243999999999999773, 0
15.291000000000000369, 1.0013593413856998193, 15.291000000000000369, 0, 15.291000000000000369, 0
15.291000000000000369, 1.0008130358609008681, 15.291000000000000369, 0, 15.291000000000000369, 0
15.291000000000000369, 1.0012352296037232424, 15.291000000000000369, 0, 15.291000000000000369, 0
15.336000000000000298, 1.0016574233465458388, 15.336000000000000298, 0, 15.336000000000000298, 0
15.336000000000000298, 1.0007344050722248863, 15.336000000000000298, 0, 15.336000000000000298, 0
15.349000000000000199, 1.0004247455197730066, 15.349000000000000199, 0, 15.349000000000000199, 0
15.368000000000000327, 1.0003993545144664878, 15.368000000000000327, 0, 15.368000000000000327, 0
15.406000000000000583, 1.0003634551206885828, 15.406000000000000583, 0, 15.406000000000000583, 0
15.445000000000000284, 1.0007506249678412846, 15.445000000000000284, 0, 15.445000000000000284, 0
15.445000000000000284, 1.0011377948149939865, 15.445000000000000284, 0, 15.445000000000000284, 0
15.486000000000000654, 1.0005806931198668597, 15.486000000000000654, 0, 15.486000000000000654, 0
15.486000000000000654, 1.0002980203094635758, 15.486000000000000654, 0, 15.486000000000000654, 0
15.529999999999999361, 1.0006842820730887933, 15.529999999999999361, 0, 15.529999999999999361, 0
15.529999999999999361, 1.0010521504193985454, 15.529999999999999361, 0, 15.529999999999999361, 0
15.570000000000000284, 1.0005637242821774358, 15.570000000000000284, 0, 15.570000000000000284, 0
15.570000000000000284, 1.0009034316900020656, 15.570000000000000284, 0, 15.570000000000000284, 0
15.570000000000000284, 1.0005596445818687457, 15.570000000000000284, 0, 15.570000000000000284, 0
15.615999999999999659, 1.0009087938098593096, 15.615999999999999659, 0, 15.615999999999999659, 0
15.615999999999999659, 1.000567277177528025, 15.615999999999999659, 0, 15.615999999999999659, 0
15.628999999999999559, 1.0009081093231122495, 15.628999999999999559, 0, 15.628999999999999559, 0
15.649000000000000909, 1.0005750699926330149, 15.649000000000000909, 0, 15.649000000000000909, 0
15.691000000000000725, 1.0009077808588955349, 15.691000000000000725, 0, 15.691000000000000725, 0
15.691000000000000725, 1.0005833251751901081, 15.691000000000000725, 0, 15.691000000000000725, 0
15.730000000000000426, 1.0009081103349857234, 15.730000000000000426, 0, 15.730000000000000426, 0
15.730000000000000426, 1.0012328954947813386, 15.730000000000000426, 0, 15.730000000000000426, 0
15.76699999999999946, 1.0005559599101672141, 15.76699999999999946, 0, 15.76699999999999946, 0
15.769999999999999574, 1.0003935954325098301, 15.769999999999999574, 0, 15.769999999999999574, 0
15.807999999999999829, 1.0006850287337194505, 15.807999999999999829, 0, 15.807999999999999829, 0
15.849000000000000199, 1.0004069307543141942, 15.849000000000000199, 0, 15.849000000000000199, 0
15.849000000000000199, 1.0006914112114617676, 15.849000000000000199, 0, 15.849000000000000199, 0
15.89199999999999946, 1.0003861362327719498, 15.89199999999999946, 0, 15.89199999999999946, 0
15.89199999999999946, 1.0006486825044529354, 15.89199999999999946, 0, 15.89199999999999946, 0
15.89199999999999946, 1.0009404005840984997, 15.89199999999999946, 0, 15.89199999999999946, 0
15.938000000000000611, 1.0004880831023641452, 15.938000000000000611, 0, 15.938000000000000611, 0
15.938000000000000611, 1.0007849442222149783, 15.938000000000000611, 0, 15.938000000000000611, 0
15.948999999999999844, 1.0003996500647052148, 15.948999999999999844, 0, 15.948999999999999844, 0
15.970000000000000639, 1.0006882001279182592, 15.970000000000000639, 0, 15.970000000000000639, 0
16.007999999999999119, 1.0003706828634315595, 16.007999999999999119, 0, 16.007999999999999119, 0
16.050000000000000711, 1.0006384815040392233, 16.050000000000000711, 0, 16.050000000000000711, 0
16.050000000000000711, 1.0003803173200938037, 16.050000000000000711, 0, 16.050000000000000711, 0
16.094000000000001194, 1.0006548118800004943, 16.094000000000001194, 0, 16.094000000000001194, 0
16.094000000000001194, 1.0003760994391410755, 16.094000000000001194, 0, 16.094000000000001194, 0
16.094000000000001194, 1.0006311301062322805, 16.094000000000001194, 0, 16.094000000000001194, 0
16.135999999999999233, 1.0008861607733234855, 16.135999999999999233, 0, 16.135999999999999233, 0
16.135999999999999233, 1.0003717904463333976, 16.135999999999999233, 0, 16.135999999999999233, 0
16.149000000000000909, 1.0006051039032997085, 16.149000000000000909, 0, 16.149000000000000909, 0
16.169000000000000483, 1.0002391690240302058, 16.169000000000000483, 0, 16.169000000000000483, 0
16.208999999999999631, 1.0002646968239117253, 16.208999999999999631, 0, 16.208999999999999631, 0
16.208999999999999631, 1.000500208848621897, 16.208999999999999631, 0, 16.208999999999999631, 0
16.25, 1.0007357208733320686, 16.25, 0, 16.25, 0
16.25, 1.0004577636710880739, 16.25, 0, 16.25, 0
16.289999999999999147, 1.0002931859278008098, 16.289999999999999147, 0, 16.289999999999999147, 0
16.289999999999999147, 1.0005176405647939752, 16.289999999999999147, 0, 16.289999999999999147, 0
16.332999999999998408, 1.0007420952017871407, 16.332999999999998408, 0, 16.332999999999998408, 0
16.332999999999998408, 1.0004635588756909392, 16.332999999999998408, 0, 16.332999999999998408, 0
16.376000000000001222, 1.0006819066505709959, 16.376000000000001222, 0, 16.376000000000001222, 0
16.376000000000001222, 1.0004652321964790929, 16.376000000000001222, 0, 16.376000000000001222, 0
16.417999999999999261, 1.0006567550051990168, 16.417999999999999261, 0, 16.417999999999999261, 0
16.417999999999999261, 1.0003859882070207377, 16.417999999999999261, 0, 16.417999999999999261, 0
16.458999999999999631, 1.0005929118665259914, 16.458999999999999631, 0, 16.458999999999999631, 0
16.458999999999999631, 1.0003085857256244218, 16.458999999999999631, 0, 16.458999999999999631, 0
16.504000000000001336, 1.0005095343712613332, 16.504000000000001336, 0, 16.504000000000001336, 0
16.504000000000001336, 1.0002621624304239845, 16.504000000000001336, 0, 16.504000000000001336, 0
16.545000000000001705, 1.0004674313549104525, 16.545000000000001705, 0, 16.545000000000001705, 0
16.545000000000001705, 1.0002440451072358574, 16.545000000000001705, 0, 16.545000000000001705, 0
16.586999999999999744, 1.0004345590512710995, 16.586999999999999744, 0, 16.586999999999999744, 0
16.588000000000000966, 1.0002585954988461037, 16.588000000000000966, 0, 16.588000000000000966, 0
16.629999999999999005, 1.0004446477208857047, 16.629999999999999005, 0, 16.629999999999999005, 0
16.629999999999999005, 1.0002715018310799344, 16.629999999999999005, 0, 16.629999999999999005, 0
16.629999999999999005, 1.0004531804291225683, 16.629999999999999005, 0, 16.629999999999999005, 0
16.670999999999999375, 1.0002857258705710741, 16.670999999999999375, 0, 16.670999999999999375, 0
16.670999999999999375, 1.0004720240653723895, 16.670999999999999375, 0, 16.670999999999999375, 0
16.689000000000000057, 1.0006405795749546694, 16.689000000000000057, 0, 16.689000000000000057, 0
16.708999999999999631, 1.0002759232265068245, 16.708999999999999631, 0, 16.708999999999999631, 0
16.748000000000001108, 1.0004467796688387704, 16.748000000000001108, 0, 16.748000000000001108, 0
16.791000000000000369, 1.0002030206821945768, 16.791000000000000369, 0, 16.791000000000000369, 0
16.791000000000000369, 1.0002407165893150154, 16.791000000000000369, 0, 16.791000000000000369, 0
16.791000000000000369, 1.0003883087832405874, 16.791000000000000369, 0, 16.791000000000000369, 0
16.838999999999998636, 1.0003921727446736245, 16.838999999999998636, 0, 16.838999999999998636, 0
16.838999999999998636, 1.0005623068046451962, 16.838999999999998636, 0, 16.838999999999998636, 0
16.849000000000000199, 1.0007162376208098564, 16.849000000000000199, 0, 16.849000000000000199, 0
