timestamp,error
606000000,0.0
607000000,0.0
607000000,0.0
608000000,0.0
608000000,0.0
706000000,0.0
706000000,0.0
707000000,0.0
708000000,0.0
708000000,0.0
805000000,0.0
806000000,0.00010494732699197875
806000000,0.00019083034096003488
806000000,0.0002941478292747815
905000000,0.0004247657924988203
906000000,0.0005913011167718398
907000000,0.000802859170252344
907000000,0.0010691328162018604
1007000000,0.0014004441624020465
1008000000,0.0018276290706418724
1008000000,0.002225398520452101
1008000000,0.0028730639243086838
1008000000,0.0035101216701869478
1009000000,0.004343953435928698
1009000000,0.005175596330231576
1105000000,0.006161997179336622
1106000000,0.007185149933433111
1106000000,0.008305446110194818
1106000000,0.009560546032647946
1205000000,0.010774696104745546
1205000000,0.012121222172176456
1205000000,0.013558373950304929
1205000000,0.015067040724331614
1205000000,0.016660535825334107
1205000000,0.01833380374697462
1306000000,0.02018426289162047
1306000000,0.02191926073757424
1306000000,0.023839444582162587
1306000000,0.02582550252505115
1306000000,0.027906362255725493
1406000000,0.030052198146694856
1406000000,0.03229371729516903
1408000000,0.0345992601910982
1408000000,0.037001424942460524
1505000000,0.039488759647014655
1507000000,0.04202303941013616
1507000000,0.04466678725333935
1508000000,0.047366880175606814
1508000000,0.050169676799781245
1509000000,0.05303636223611522
1605000000,0.05614201432212422
1606000000,0.05902667155668345
1606000000,0.062152740047397556
1606000000,0.0653340808338918
1606000000,0.06878591751887696
1705000000,0.0719619105901042
1705000000,0.07540728511246822
1705000000,0.07890983817599434
1705000000,0.08251542524829128
1805000000,0.08620756304676963
1806000000,0.08993502260247568
1806000000,0.0939765497507443
1806000000,0.0976777138998381
1905000000,0.10168293028116861
1906000000,0.10574778560588582
1907000000,0.10990364081146402
1907000000,0.11413878999626971
1908000000,0.11846771749530245
1908000000,0.12306884995346078
1909000000,0.12733449371809175
2006000000,0.13187547628089685
2006000000,0.1365237686572366
2006000000,0.14122500754816703
2006000000,0.14603371978664478
2105000000,0.1509299699951628
2106000000,0.15585388429585395
2107000000,0.16090401098330584
2108000000,0.16599780279372645
2206000000,0.1712059880485134
2207000000,0.17646944477476065
2207000000,0.18182574857506606
2207000000,0.18726098945357939
2208000000,0.1930708574250675
2208000000,0.19836819984427925
2208000000,0.20405736315663964
2306000000,0.20979642875559198
2307000000,0.2156456374901118
2308000000,0.22154500151736153
2308000000,0.22755444543864914
2405000000,0.2336138897575893
2406000000,0.23978360640702207
2406000000,0.2460413744308593
2406000000,0.2523165493304533
2407000000,0.2587253941843308
2407000000,0.2651872101729806
2506000000,0.27174386514069415
2506000000,0.27837971937574424
2507000000,0.2851120105981667
2507000000,0.29223094745462597
2605000000,0.2987793817044914
2606000000,0.30571873739939615
2606000000,0.3127697598092099
2607000000,0.3199089320912174
2607000000,0.3270692958013146
2607000000,0.3343614567427439
2705000000,0.34169258230154137
2706000000,0.3491421504102774
2706000000,0.3566438560417694
2707000000,0.3642400233036018
2707000000,0.37191507322781975
2805000000,0.3796867626944756
2806000000,0.38789626165419083
2807000000,0.3954317850093444
2807000000,0.4034099219064519
2807000000,0.41149986042259135
2905000000,0.41967784009994763
2905000000,0.42787188584017627
2905000000,0.43620073036718804
2905000000,0.4445823192055576
3006000000,0.4530587995066668
3006000000,0.46161461485726824
3007000000,0.4702667026630726
3007000000,0.47896312446903894
3008000000,0.4877737664844473
3008000000,0.49663325782144035
3105000000,0.5056040091470282
3106000000,0.5146241210788567
3107000000,0.5237549758912907
3107000000,0.5329736097630671
3205000000,0.5422150436520631
3206000000,0.5515868818545244
3207000000,0.5614728519103407
3207000000,0.5705276228228923
3207000000,0.580109332827205
3207000000,0.589785170810085
3305000000,0.5995399257896911
3306000000,0.6093904068396189
3306000000,0.6192862280562665
3406000000,0.6292951137415501
3406000000,0.6393538517696976
3407000000,0.6495227317954211
3407000000,0.6597423350005073
3407000000,0.6700712188531307
3408000000,0.6810104540094621
3408000000,0.6909245708211001
3505000000,0.7014922992290006
3506000000,0.712115297295678
3507000000,0.7228319759749012
3508000000,0.7336277912014982
3606000000,0.744518725799879
3607000000,0.755456880766751
3608000000,0.7665064853775237
3608000000,0.7776075915467593
3608000000,0.788817167030436
3608000000,0.8000787721608532
3706000000,0.8114483191934116
3706000000,0.8229048022824309
3708000000,0.8343829580973061
3708000000,0.8459907285776463
3708000000,0.8582383756797167
3806000000,0.8699975495220821
3806000000,0.8812416281469537
3807000000,0.893170092810575
3808000000,0.9057497725420187
3907000000,0.917234429561466
3907000000,0.9293748464815917
3907000000,0.9416217178742954
3907000000,0.9539228441427537
3910000000,0.9669525540245195
3912000000,0.9794502066681774
4005000000,0.9913489382158058
4005000000,1.0039792081293228
4005000000,1.0173445328320156
4005000000,1.029490167750386
4105000000,1.0423774540828041
4106000000,1.0553509466810422
4107000000,1.0683594790786644
4108000000,1.081487839589802
4108000000,1.094665607382568
4206000000,1.107952219382498
4206000000,1.1212985418587444
4206000000,1.134735375965717
4206000000,1.1482509678278914
4207000000,1.1618594528111907
4207000000,1.1755180723864247
4306000000,1.1892844847903072
4307000000,1.2031047116484943
4308000000,1.2170300000811656
4309000000,1.2310407096038718
4309000000,1.2450878247184478
4406000000,1.2592531983662076
4407000000,1.2734701117523863
4407000000,1.2885123192563257
4407000000,1.302179340809349
4505000000,1.316654925922391
4506000000,1.3312100103010263
4507000000,1.3458563045354248
4508000000,1.360557934906925
4509000000,1.3753633044083913
4509000000,1.390973754487501
4606000000,1.4059434404464084
4607000000,1.420972220229095
4608000000,1.435343557749893
4609000000,1.4505291553604187
4609000000,1.465814925044491
4706000000,1.4811608103464862
4706000000,1.4966067147392645
4706000000,1.5121375660742247
4706000000,1.5277061151425844
4805000000,1.5433909683244726
4806000000,1.559134893665054
4807000000,1.5749693313110522
4807000000,1.5908827882406262
4905000000,1.6068870698713014
4906000000,1.6229479544312337
4907000000,1.639920822754554
4907000000,1.6553340785055457
4907000000,1.6716568651103338
4907000000,1.688041325907201
4907000000,1.704524203371984
5006000000,1.7210915236477218
5006000000,1.7385369488732447
5006000000,1.7544250180259306
5006000000,1.7712124682268497
5105000000,1.7880883268996977
5106000000,1.8050437996406032
5108000000,1.822088242865272
5108000000,1.8391931525580898
5205000000,1.856397288341921
5205000000,1.8736645914993357
5206000000,1.891028832727348
5206000000,1.908456083030437
5206000000,1.9259804279065456
5206000000,1.9435676333381209
5206000000,1.9612516883426472
5306000000,1.9790196896256245
5306000000,1.9968299353479784
5307000000,2.014752085722613
5308000000,2.0327366424871434
5405000000,2.050810550296103
5406000000,2.068963533509258
5406000000,2.0872051909891813
5406000000,2.1064271455783063
5505000000,2.1239097846102357
5506000000,2.1423756625333894
5506000000,2.161867181032665
5509000000,2.1795636942205077
5509000000,2.198284647725815
5509000000,2.218031903574524
5510000000,2.2359459983626775
5606000000,2.254907049626807
5606000000,2.274890537552879
5606000000,2.2930528921249267
5606000000,2.3132107549474723
5705000000,2.3315315895143054
5706000000,2.3508794420398305
5707000000,2.370322098198089
5708000000,2.38983130139907
5805000000,2.4094345060748488
5805000000,2.4291027503377416
5805000000,2.448865597299916
5805000000,2.468711398070029
5805000000,2.4886054682593612
5805000000,2.5086056631205467
5805000000,2.528671482062182
5906000000,2.548824871930108
5906000000,2.569057716333263
5907000000,2.5893773134989146
5908000000,2.609762813043218
6005000000,2.6312681686397825
6005000000,2.6507898179812988
6005000000,2.671428990460857
6006000000,2.6921373230934917
6106000000,2.7139792773833684
6107000000,2.7338193003774593
6108000000,2.7558098404971427
6108000000,2.7757998983456185
6109000000,2.796910157307827
6109000000,2.8181064638337294
6109000000,2.839382280022371
6206000000,2.8607442300736
6207000000,2.882173950295057
6207000000,2.9036954550710643
6306000000,2.9263684345789143
6307000000,2.946967750376668
6308000000,2.9687179510128057
6308000000,2.9905590964386786
6308000000,3.0124667255101754
6308000000,3.0344669613985666
6308000000,3.056549362483155
6406000000,3.078685324088695
6406000000,3.100922865243964
6406000000,3.1243485162052043
6406000000,3.145623975489868
6505000000,3.168097153294994
6505000000,3.191785445329118
6506000000,3.213283497435092
6507000000,3.2360015521987227
6508000000,3.261075138512167
6508000000,3.2816690222965343
6605000000,3.304619470167931
6607000000,3.3276581474129245
6607000000,3.350779618538327
6607000000,3.373963969752704
6707000000,3.3972427069698927
6707000000,3.420595341224728
6707000000,3.4440318829377454
6708000000,3.4675484399640273
6709000000,3.4911495191241784
6806000000,3.514821030789364
6807000000,3.538581600867546
6807000000,3.56241254610031
6807000000,3.587530937111573
6807000000,3.610321339171592
6808000000,3.6344004095346123
6905000000,3.6585612552432885
6905000000,3.6827795305256585
6906000000,3.7070962161531646
6906000000,3.7327064321343166
7005000000,3.755957804581457
7006000000,3.7805108881008906
7007000000,3.80514749637349
